URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,42.0,46,-0.04545454493801654,0.05839416054519299,15.863157894736842,0.43132050431320507,1.1124087591240877,15.863157894736842,650.0,1507.0,2.349701393497014,32.0,7.307896483078965
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,33.0,71,-0.36538461187130183,0.0689655171956462,20.944444444444443,0.47015915119363394,1.1639257294429708,20.944444444444443,709.0,1508.0,2.439655172413793,23.0,7.458222811671088
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,9.0,3,0.4999999583333368,0.015768725340645565,40.05263157894737,0.46386333771353483,1.2120893561103812,40.05263157894737,353.0,761.0,2.566360052562418,27.0,7.654402102496715
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,41.0,5,0.7826086786389418,0.039082412880983505,20.29310344827586,0.443500424808836,1.123874256584537,20.29310344827586,522.0,1177.0,2.3661852166525064,26.0,7.125743415463042
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,43.0,37,0.07499999906250002,0.057971014450745637,10.222222222222221,0.4384057971014493,1.1368115942028987,10.222222222222221,605.0,1380.0,2.4036231884057973,28.0,7.499275362318841
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,51.0,15,0.5454545371900827,0.04228058933870558,14.866666666666667,0.4618834080717489,1.1382447149263293,14.866666666666667,721.0,1561.0,2.3837283792440744,27.0,7.09929532351057
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,33.0,30,0.04761904686318973,0.05228215763296086,21.517857142857142,0.4182572614107884,1.1180082987551867,21.517857142857142,504.0,1205.0,2.3767634854771784,25.0,7.332780082987552
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,21.0,41,-0.32258063995837677,0.03780487802572873,22.465753424657535,0.4115853658536585,1.0941463414634147,22.465753424657535,675.0,1640.0,2.323780487804878,23.0,7.279268292682927
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,21.0,43,-0.3437499946289064,0.056239015767804025,18.35483870967742,0.43936731107205623,1.1462214411247804,18.35483870967742,500.0,1138.0,2.4261862917398944,28.0,7.380492091388401
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,41.0,48,-0.07865168450953164,0.07516891885543164,14.265060240963855,0.4484797297297297,1.147635135135135,14.265060240963855,531.0,1184.0,2.420608108108108,59.0,7.377533783783784
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,30.0,26,0.07142857015306125,0.04869565213156899,24.46808510638298,0.45304347826086955,1.1669565217391307,24.46808510638298,521.0,1150.0,2.4643478260869567,34.0,7.43304347826087
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,26.0,37,-0.17460317183169569,0.043538355187603066,21.597014925373134,0.40843123704215617,1.094402211472011,21.597014925373134,591.0,1447.0,2.3275742916378714,25.0,7.222529371112647
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,9.0,4,0.3846153550295881,0.01724137928747828,34.27272727272727,0.45225464190981435,1.1835543766578251,34.27272727272727,341.0,754.0,2.506631299734748,24.0,7.408488063660477
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,37.0,47,-0.1190476176303855,0.06834825055463933,16.386666666666667,0.4019528071602929,1.0792514239218878,16.386666666666667,494.0,1229.0,2.296175752644426,35.0,7.113100081366965
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,12.0,26,-0.36842104293628836,0.03788634093929577,21.804347826086957,0.4247258225324028,1.1138584247258225,21.804347826086957,426.0,1003.0,2.3599202392821534,26.0,7.317048853439681
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,33.0,56,-0.2584269633884611,0.07125700554743233,20.14516129032258,0.44435548438751,1.15484387510008,20.14516129032258,555.0,1249.0,2.44275420336269,27.0,7.5348278622898315
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,27.0,35,-0.12903225598335072,0.05600722668834035,22.14,0.42005420054200543,1.1067750677506776,22.14,465.0,1107.0,2.3468834688346885,29.0,7.273712737127371
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,11.0,2,0.6923076390532585,0.014428412858570019,40.95454545454545,0.48057713651498335,1.20488346281909,40.95454545454545,433.0,901.0,2.5316315205327413,22.0,7.598224195338513
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,19.0,3,0.7272726942148775,0.02204408815426444,23.761904761904763,0.42685370741482964,1.1322645290581164,23.761904761904763,426.0,998.0,2.403807615230461,26.0,7.328657314629258
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,40.0,55,-0.15789473518005542,0.0759999999392,29.069767441860463,0.424,1.10912,29.069767441860463,530.0,1250.0,2.3488,25.0,7.4392
,,38.0,5,0.7674418426176316,0.03487429032045881,13.7,0.41768045417680455,1.10786699107867,13.7,515.0,1233.0,2.3519870235198703,34.0,7.153284671532846
,,64.0,31,0.34736841739612195,0.06354515045916712,16.0752688172043,0.46488294314381273,1.1620066889632106,16.0752688172043,695.0,1495.0,2.440133779264214,26.0,7.500334448160535
,,42.0,23,0.292307687810651,0.04996156798619403,19.13235294117647,0.49500384319754037,1.2304381245196003,19.13235294117647,644.0,1301.0,2.5810914681014605,35.0,7.983858570330515
,,41.0,72,-0.274336280758086,0.08800623046105432,20.38095238095238,0.5,1.2386292834890966,20.38095238095238,642.0,1284.0,2.5965732087227416,27.0,7.850467289719626
,,28.0,11,0.4358974247205789,0.037572254299063336,18.87272727272727,0.44508670520231214,1.1710982658959537,18.87272727272727,462.0,1038.0,2.4826589595375723,29.0,7.616570327552987
,,91.0,25,0.5689655123365042,0.06509539839220235,17.134615384615383,0.4674523007856341,1.182716049382716,17.134615384615383,833.0,1782.0,2.489337822671156,28.0,7.835578002244669
,,37.0,60,-0.23711339961738764,0.0701881330895889,15.52808988764045,0.44573082489146165,1.1562952243125906,15.52808988764045,616.0,1382.0,2.4450072358900146,23.0,7.394356005788712
,,33.0,10,0.5348837084910766,0.0372616984079188,20.24561403508772,0.49740034662045063,1.250259965337955,20.24561403508772,574.0,1154.0,2.6282495667244365,25.0,7.983535528596187
,,40.0,49,-0.10112359436939782,0.07046714167025563,17.788732394366196,0.5019794140934284,1.2345209817893905,17.788732394366196,634.0,1263.0,2.5843230403800477,25.0,7.901821060965954
,,141.0,173,-0.10191082770092093,0.12748680465794285,9.735177865612648,0.4681282988225741,1.1626471782379213,9.735177865612648,1153.0,2463.0,2.438489646772229,35.0,7.797401542833942
,,66.0,21,0.5172413733650417,0.05827193566090292,18.6625,0.5117213663764233,1.2442062960482252,18.6625,764.0,1493.0,2.5987943737441395,25.0,7.851975887474882
,,81.0,24,0.5428571376870749,0.06867233481447198,17.375,0.5356442119032047,1.317724002616089,17.375,819.0,1529.0,2.7586657946370177,24.0,7.799869195552649
,,45.0,13,0.5517241284185496,0.06073298422959897,27.285714285714285,0.5026178010471204,1.248586387434555,27.285714285714285,480.0,955.0,2.618848167539267,25.0,7.831413612565445
,,25.0,27,-0.03846153772189351,0.0413683372781477,16.324675324675326,0.45664280031821797,1.1634049323786795,16.324675324675326,574.0,1257.0,2.4518695306284806,26.0,7.602227525855211
,,40.0,27,0.19402984785030078,0.05037593981174741,19.27536231884058,0.4706766917293233,1.185263157894737,19.27536231884058,626.0,1330.0,2.492481203007519,29.0,7.535338345864662
,,40.0,29,0.15942028754463353,0.05207547165881096,18.661971830985916,0.470188679245283,1.1843018867924529,18.661971830985916,623.0,1325.0,2.490566037735849,29.0,7.547924528301887
,,53.0,11,0.6562499897460939,0.04999999996093749,17.066666666666666,0.4625,1.18375,17.066666666666666,592.0,1280.0,2.496875,26.0,7.5765625
,,39.0,10,0.5918367226155771,0.03888888885802469,23.333333333333332,0.49126984126984125,1.2034920634920636,23.333333333333332,619.0,1260.0,2.5174603174603174,23.0,7.612698412698412
,,62.0,6,0.8235293996539794,0.04395604392763022,13.936936936936936,0.4789915966386555,1.1855203619909502,13.936936936936936,741.0,1547.0,2.48480930833872,27.0,7.5455720749838395
,,13.0,0,0.9999999230769291,0.014176663016165035,23.512820512820515,0.4536532170119956,1.2039258451472192,23.512820512820515,416.0,917.0,2.5561613958560523,26.0,7.646673936750273
,,25.0,44,-0.27536231484982154,0.057166528535901796,19.467741935483872,0.5004142502071252,1.2304888152444076,19.467741935483872,604.0,1207.0,2.575807787903894,28.0,7.68019884009942
,,17.0,9,0.30769229585798863,0.03076923073281748,20.609756097560975,0.4556213017751479,1.1981065088757397,20.609756097560975,385.0,845.0,2.539644970414201,28.0,7.621301775147929
,,35.0,14,0.4285714198250731,0.03616236159692814,18.561643835616437,0.44797047970479703,1.1557195571955718,18.561643835616437,607.0,1355.0,2.4413284132841326,29.0,7.338007380073801
,,26.0,3,0.7931034209274682,0.02965235170792193,32.6,0.4723926380368098,1.192638036809816,32.6,462.0,978.0,2.5092024539877302,23.0,7.508179959100205
,,24.0,9,0.45454544077135034,0.027545909826756334,34.22857142857143,0.4065108514190317,1.0941569282136896,34.22857142857143,487.0,1198.0,2.328881469115192,26.0,7.081803005008347
,,28.0,14,0.3333333253968256,0.035836177443825785,22.11320754716981,0.4453924914675768,1.1484641638225257,22.11320754716981,522.0,1172.0,2.425767918088737,25.0,7.338737201365188
,,32.0,25,0.12280701538935061,0.044531249965209956,19.393939393939394,0.40859375,1.0793750000000002,19.393939393939394,523.0,1280.0,2.28984375,48.0,7.04453125
,,37.0,27,0.15624999755859378,0.050753370300750694,24.25,0.4607454401268834,1.171451229183188,24.25,581.0,1261.0,2.4678826328310866,32.0,7.467089611419508
,,68.0,33,0.3465346500343104,0.058012636382531506,20.24418604651163,0.48018380241240666,1.1949454336588168,20.24418604651163,836.0,1741.0,2.507179781734635,26.0,7.555427914991384
,,62.0,38,0.23999999760000004,0.0766283524317024,14.03225806451613,0.41762452107279696,1.100383141762452,14.03225806451613,545.0,1305.0,2.3333333333333335,29.0,7.200766283524904
,,71.0,35,0.3396226383054468,0.0678182981012039,15.948979591836734,0.47472808701215613,1.181317978246961,15.948979591836734,742.0,1563.0,2.4785668586052463,25.0,7.56046065259117
,,62.0,25,0.42528735143347873,0.06241032994088211,13.02803738317757,0.4383070301291248,1.1595408895265424,13.02803738317757,611.0,1394.0,2.460545193687231,39.0,7.147058823529412
,,57.0,24,0.4074074023776864,0.05297580114259267,16.619565217391305,0.4355788096795291,1.1277959450621322,16.619565217391305,666.0,1529.0,2.383911052975801,38.0,7.255068672334859
,,52.0,25,0.35064934609546305,0.06015624995300292,16.623376623376622,0.43671875,1.139375,16.623376623376622,559.0,1280.0,2.41171875,43.0,7.31640625
,,34.0,13,0.44680850113173404,0.04580896681695032,16.81967213114754,0.4191033138401559,1.127485380116959,16.81967213114754,430.0,1026.0,2.3996101364522415,29.0,7.462962962962963
,,42.0,13,0.5272727176859506,0.05402750485851915,20.775510204081634,0.4430255402750491,1.1312377210216111,20.775510204081634,451.0,1018.0,2.3850687622789786,24.0,7.288801571709234
,,72.0,40,0.28571428316326536,0.06557377045341113,17.978947368421053,0.4344262295081967,1.1379391100702576,17.978947368421053,742.0,1708.0,2.410421545667447,33.0,7.083138173302108
,,54.0,64,-0.08474576199367999,0.06727480041774526,14.739495798319327,0.4161915621436716,1.0706955530216649,14.739495798319327,730.0,1754.0,2.2605473204104904,23.0,6.937856328392246
,,42.0,19,0.3770491741467349,0.047250193611734936,17.445945945945947,0.4949651432997676,1.2396591789310614,17.445945945945947,639.0,1291.0,2.6041828040278854,33.0,7.658404337722696
,,32.0,24,0.1428571403061225,0.042200452115900185,13.968421052631578,0.4250188394875659,1.125244913338357,13.968421052631578,564.0,1327.0,2.388093443858327,28.0,7.122833458929917
,,68.0,24,0.47826086436672977,0.06647398839127601,17.974025974025974,0.43858381502890176,1.1520231213872831,17.974025974025974,607.0,1384.0,2.441473988439306,55.0,7.41257225433526
,,71.0,23,0.5106382924400181,0.06115810015539486,16.526881720430108,0.4222511385816526,1.121665582303188,16.526881720430108,649.0,1537.0,2.3819128171763175,36.0,7.192582953806116
,,32.0,0,0.9999999687500011,0.03415154745554797,26.771428571428572,0.4781216648879402,1.217502668089648,26.771428571428572,448.0,937.0,2.5656350053361794,22.0,7.588046958377801
,,89.0,39,0.3906249969482422,0.08907446061998993,65.31818181818181,0.44606819763395966,1.1485038274182324,65.31818181818181,641.0,1437.0,2.4251913709116213,37.0,7.167710508002783
,,33.0,1,0.9411764429065753,0.030303030276022252,16.5,0.48484848484848486,1.1864527629233512,16.5,544.0,1122.0,2.481283422459893,22.0,7.436720142602495
,,19.0,7,0.4615384437869829,0.025365853633789407,19.339622641509433,0.47609756097560973,1.1976585365853658,19.339622641509433,488.0,1025.0,2.518048780487805,23.0,7.729756097560975
,,8.0,4,0.3333333055555579,0.014545454527823692,37.5,0.46545454545454545,1.1966060606060605,37.5,384.0,825.0,2.526060606060606,24.0,7.683636363636364
,,29.0,67,-0.3958333292100695,0.07043286862037207,20.044117647058822,0.4402054292002935,1.1213499633162145,20.044117647058822,600.0,1363.0,2.363169479090242,25.0,7.339691856199559
,,23.0,15,0.21052631024930765,0.03682170539067664,25.170731707317074,0.44573643410852715,1.17015503875969,25.170731707317074,460.0,1032.0,2.479651162790698,26.0,7.462209302325581
,,62.0,40,0.21568627239523264,0.06692913381435096,12.491803278688524,0.43963254593175854,1.1700787401574804,12.491803278688524,670.0,1524.0,2.4855643044619424,32.0,7.31496062992126
,,48.0,3,0.882352923875433,0.05125628135552133,17.155172413793103,0.4723618090452261,1.2024120603015076,17.155172413793103,470.0,995.0,2.533668341708543,26.0,7.597989949748744
,,9.0,1,0.7999999200000081,0.011441647584162875,30.137931034482758,0.4439359267734554,1.1917620137299771,30.137931034482758,388.0,874.0,2.5354691075514872,22.0,7.413043478260869
,,27.0,9,0.4999999861111115,0.02879999997696,20.833333333333332,0.432,1.10304,20.833333333333332,540.0,1250.0,2.3256,26.0,7.0016
,,30.0,9,0.5384615246548328,0.0385756676176304,28.885714285714286,0.47774480712166173,1.237586547972305,28.885714285714286,483.0,1011.0,2.6162215628091,23.0,7.559841740850643
,,20.0,11,0.29032257127991706,0.03775883064828401,19.093023255813954,0.4835566382460414,1.2336175395858708,19.093023255813954,397.0,821.0,2.6004872107186356,23.0,7.712545676004872
,,11.0,2,0.6923076390532585,0.017333333310222222,31.25,0.48933333333333334,1.2330666666666668,31.25,367.0,750.0,2.5933333333333333,25.0,7.744
,,28.0,36,-0.12499999804687503,0.061776061716432365,15.235294117647058,0.4362934362934363,1.1702702702702703,15.235294117647058,452.0,1036.0,2.4893822393822393,42.0,7.343629343629344
,,16.0,3,0.684210490304711,0.025503355670465293,37.25,0.4697986577181208,1.2397315436241612,37.25,350.0,745.0,2.629530201342282,23.0,7.789261744966443
,,50.0,19,0.4492753558076036,0.05227272723312672,18.857142857142858,0.4984848484848485,1.2442424242424244,18.857142857142858,658.0,1320.0,2.6121212121212123,22.0,7.725
,,17.0,19,-0.05555555401234573,0.03938730849082352,26.88235294117647,0.4824945295404814,1.213129102844639,26.88235294117647,441.0,914.0,2.550328227571116,34.0,7.561269146608315
,,27.0,39,-0.18181817906336092,0.05814977968444953,16.940298507462686,0.43612334801762115,1.149955947136564,16.940298507462686,495.0,1135.0,2.4387665198237887,31.0,7.370925110132158
,,31.0,49,-0.22499999718750005,0.05221932111473934,17.213483146067414,0.4621409921671018,1.191383812010444,17.213483146067414,708.0,1532.0,2.516318537859008,41.0,7.559399477806789
,,47.0,23,0.34285713795918377,0.04989308620820165,16.702380952380953,0.41910192444761224,1.1261582323592303,16.702380952380953,588.0,1403.0,2.3962936564504633,45.0,7.138275124732716
,,39.0,25,0.21874999658203131,0.04657933038822465,14.774193548387096,0.4119359534206696,1.101018922852984,14.774193548387096,566.0,1374.0,2.3406113537117905,41.0,7.096069868995633
,,30.0,7,0.6216216048210378,0.037148594340212254,13.28,0.45180722891566266,1.1582329317269078,13.28,450.0,996.0,2.4437751004016066,24.0,7.399598393574297
,,50.0,7,0.7543859516774395,0.04793944487137136,14.8625,0.45836837678721615,1.1629941126997478,14.8625,545.0,1189.0,2.4491169049621533,26.0,7.238856181665265
,,36.0,6,0.714285697278912,0.05035971216983248,29.785714285714285,0.4844124700239808,1.2316546762589928,29.785714285714285,404.0,834.0,2.594724220623501,30.0,7.508393285371703
,,49.0,15,0.5312499916992189,0.042752170980125466,18.48148148148148,0.45424181696726784,1.1730126920507682,18.48148148148148,680.0,1497.0,2.4782899131596525,30.0,7.243820975283901
,,29.0,69,-0.4081632611411912,0.09057301285529296,12.729411764705882,0.4269870609981516,1.1260628465804066,12.729411764705882,462.0,1082.0,2.388170055452865,35.0,7.257855822550832
,,66.0,27,0.41935483420048564,0.07901444343329274,12.655913978494624,0.3933729821580289,1.0868309260832625,12.655913978494624,463.0,1177.0,2.3237043330501272,27.0,7.076465590484282
,,29.0,36,-0.10769230603550299,0.049542682889068074,23.428571428571427,0.3826219512195122,1.0429878048780488,23.428571428571427,502.0,1312.0,2.2248475609756095,24.0,7.036585365853658
,,35.0,28,0.11111110934744271,0.04474431815003954,15.644444444444444,0.4375,1.1252840909090909,15.644444444444444,616.0,1408.0,2.375710227272727,31.0,7.352982954545454
,,30.0,83,-0.469026544521889,0.10282074603928958,11.817204301075268,0.43585077343039125,1.1312101910828025,11.817204301075268,479.0,1099.0,2.392174704276615,37.0,7.280254777070064
,,45.0,32,0.1688311666385563,0.055157593083698,21.151515151515152,0.41189111747851004,1.074785100286533,21.151515151515152,575.0,1396.0,2.2750716332378222,27.0,7.116045845272207
,,28.0,13,0.3658536496133256,0.038936372232728986,30.970588235294116,0.4264007597340931,1.1528964862298197,30.970588235294116,449.0,1053.0,2.455840455840456,23.0,7.448243114909782
,,42.0,25,0.2537313394965472,0.051459293355253996,26.571428571428573,0.4185867895545315,1.1342549923195084,26.571428571428573,545.0,1302.0,2.4170506912442398,23.0,7.449308755760368
,,40.0,49,-0.10112359436939782,0.05874587454868259,18.035714285714285,0.43366336633663366,1.108118811881188,18.035714285714285,657.0,1515.0,2.3366336633663365,27.0,7.231023102310231
,,26.0,13,0.33333332478632505,0.01395348836710072,13.4375,0.3295169946332737,0.9212164579606441,13.4375,921.0,2795.0,1.9735241502683363,22.0,6.484436493738819
,,42.0,46,-0.04545454493801654,0.05839416054519299,15.863157894736842,0.43132050431320507,1.1124087591240877,15.863157894736842,650.0,1507.0,2.349701393497014,32.0,7.307896483078965
,,33.0,71,-0.36538461187130183,0.0689655171956462,20.944444444444443,0.47015915119363394,1.1639257294429708,20.944444444444443,709.0,1508.0,2.439655172413793,23.0,7.458222811671088
,,9.0,3,0.4999999583333368,0.015768725340645565,40.05263157894737,0.46386333771353483,1.2120893561103812,40.05263157894737,353.0,761.0,2.566360052562418,27.0,7.654402102496715
,,41.0,5,0.7826086786389418,0.039082412880983505,20.29310344827586,0.443500424808836,1.123874256584537,20.29310344827586,522.0,1177.0,2.3661852166525064,26.0,7.125743415463042
,,43.0,37,0.07499999906250002,0.057971014450745637,10.222222222222221,0.4384057971014493,1.1368115942028987,10.222222222222221,605.0,1380.0,2.4036231884057973,28.0,7.499275362318841
,,51.0,15,0.5454545371900827,0.04228058933870558,14.866666666666667,0.4618834080717489,1.1382447149263293,14.866666666666667,721.0,1561.0,2.3837283792440744,27.0,7.09929532351057
,,33.0,30,0.04761904686318973,0.05228215763296086,21.517857142857142,0.4182572614107884,1.1180082987551867,21.517857142857142,504.0,1205.0,2.3767634854771784,25.0,7.332780082987552
,,21.0,41,-0.32258063995837677,0.03780487802572873,22.465753424657535,0.4115853658536585,1.0941463414634147,22.465753424657535,675.0,1640.0,2.323780487804878,23.0,7.279268292682927
,,21.0,43,-0.3437499946289064,0.056239015767804025,18.35483870967742,0.43936731107205623,1.1462214411247804,18.35483870967742,500.0,1138.0,2.4261862917398944,28.0,7.380492091388401
,,41.0,48,-0.07865168450953164,0.07516891885543164,14.265060240963855,0.4484797297297297,1.147635135135135,14.265060240963855,531.0,1184.0,2.420608108108108,59.0,7.377533783783784
,,30.0,26,0.07142857015306125,0.04869565213156899,24.46808510638298,0.45304347826086955,1.1669565217391307,24.46808510638298,521.0,1150.0,2.4643478260869567,34.0,7.43304347826087
,,26.0,37,-0.17460317183169569,0.043538355187603066,21.597014925373134,0.40843123704215617,1.094402211472011,21.597014925373134,591.0,1447.0,2.3275742916378714,25.0,7.222529371112647
,,9.0,4,0.3846153550295881,0.01724137928747828,34.27272727272727,0.45225464190981435,1.1835543766578251,34.27272727272727,341.0,754.0,2.506631299734748,24.0,7.408488063660477
,,37.0,47,-0.1190476176303855,0.06834825055463933,16.386666666666667,0.4019528071602929,1.0792514239218878,16.386666666666667,494.0,1229.0,2.296175752644426,35.0,7.113100081366965
,,12.0,26,-0.36842104293628836,0.03788634093929577,21.804347826086957,0.4247258225324028,1.1138584247258225,21.804347826086957,426.0,1003.0,2.3599202392821534,26.0,7.317048853439681
,,33.0,56,-0.2584269633884611,0.07125700554743233,20.14516129032258,0.44435548438751,1.15484387510008,20.14516129032258,555.0,1249.0,2.44275420336269,27.0,7.5348278622898315
,,27.0,35,-0.12903225598335072,0.05600722668834035,22.14,0.42005420054200543,1.1067750677506776,22.14,465.0,1107.0,2.3468834688346885,29.0,7.273712737127371
,,11.0,2,0.6923076390532585,0.014428412858570019,40.95454545454545,0.48057713651498335,1.20488346281909,40.95454545454545,433.0,901.0,2.5316315205327413,22.0,7.598224195338513
,,19.0,3,0.7272726942148775,0.02204408815426444,23.761904761904763,0.42685370741482964,1.1322645290581164,23.761904761904763,426.0,998.0,2.403807615230461,26.0,7.328657314629258
,,40.0,55,-0.15789473518005542,0.0759999999392,29.069767441860463,0.424,1.10912,29.069767441860463,530.0,1250.0,2.3488,25.0,7.4392
